70,account,0.7403626894942439,anger
86,accounting,0.7403626894942439,anger
85,ack,0.7403626894942439,anger
885,actually,4.425686341321007,sadness
971,ago,11.845803031907902,surprise
194,agree,0.7403626894942439,boredom
138,airport,1.4807253789884878,boredom
272,album,3.70181344747122,enthusiam
746,almost,5.4787628931553005,relief
25,already,0.0,anger
1080,also,7.60664839914548,worry
1045,always,3.352807497816231,worry
114,amp,0.0,boredom
879,anymore,19.185228634911127,sadness
1077,anyone,32.727742965436626,worry
1075,anything,20.545360849332376,worry
146,apartment,1.4807253789884878,boredom
97,arse,0.7403626894942439,anger
178,awake,1.4807253789884878,boredom
1044,away,16.09616090180539,worry
80,awh,0.7403626894942439,anger
629,baby,9.61843761205444,love
176,back,-0.0755771217787996,boredom
1063,bed,5.664761421728513,worry
51,bein,0.7403626894942439,anger
1058,better,13.740625160077771,worry
436,birthday,16.057727521249465,happiness
1051,bit,10.511005060637393,worry
547,bitch,7.335528595701313,hate
47,blond,0.7403626894942439,anger
90,bnp,0.7403626894942439,anger
13,boo,1.4807253789884878,anger
761,book,4.451494850688682,relief
197,bore,0.7403626894942439,boredom
32,bout,1.4807253789884878,anger
659,boy,14.93731159022893,love
88,breeding,0.7403626894942439,anger
144,brother,1.4807253789884878,boredom
155,bus,1.4807253789884878,boredom
271,call,3.70181344747122,enthusiam
1034,cant,32.87257735893181,worry
1043,car,16.09616090180539,worry
677,card,14.671057191402626,love
889,cause,17.49241434359544,sadness
72,chance,0.7403626894942439,anger
164,chapter,1.4807253789884878,boredom
137,check,1.4807253789884878,boredom
141,chemistry,1.4807253789884878,boredom
48,chunk,0.7403626894942439,anger
1090,class,21.96663469151313,worry
190,cleaning,1.4807253789884878,boredom
67,coffeclub,0.7403626894942439,anger
491,coffee,17.49241434359544,happiness
76,come,0.7403626894942439,anger
96,comment,0.7403626894942439,anger
533,computer,11.845803031907902,hate
177,cook,1.4807253789884878,boredom
475,cool,25.912694132298537,happiness
542,crap,10.365077652919414,hate
881,cry,24.43196875331005,sadness
1087,damn,13.16207173872907,worry
173,dang,1.128542860877125,boredom
0,day,-0.2645199262257986,anger
74,dentention,0.7403626894942439,anger
161,deposit,1.4807253789884878,boredom
1057,didnt,18.4269004342207,worry
445,dinner,28.213571521928127,happiness
1082,doesnt,29.342114382805253,worry
35,dont,-0.0755771217787996,anger
485,dream,18.620957204472564,happiness
985,dude,10.365077652919414,surprise
284,dvd,2.9614507579769755,enthusiam
62,earache,0.7403626894942439,anger
768,end,8.884352273930926,relief
169,essay,1.4807253789884878,boredom
111,even,0.0,boredom
292,evening,2.9614507579769755,enthusiam
6,ever,0.0,anger
426,everyone,3.394200182974456,happiness
1071,everything,21.23020621097679,worry
757,exam,7.899800026139875,relief
64,explode,0.7403626894942439,anger
1089,eye,37.01813447471219,worry
279,facebook,3.70181344747122,enthusiam
634,family,16.093865998643697,love
655,fan,19.185228634911127,love
1095,far,16.778711360288106,worry
94,father,0.7403626894942439,anger
22,fault,1.4807253789884878,anger
1069,feel,21.572628891798995,worry
71,file,0.7403626894942439,anger
703,finally,29.44835055070974,relief
84,fishing,0.7403626894942439,anger
83,flag,0.7403626894942439,anger
953,follower,10.721157178332689,surprise
1096,food,21.087969303852606,worry
479,forward,11.642371147955014,happiness
852,friday,15.066597956177077,sadness
171,friend,0.0,boredom
12,front,1.4807253789884878,anger
529,fuck,13.32652841089639,hate
44,fuckinm,0.7403626894942439,anger
411,fun,11.416673019175926,happiness
36,gah,1.4807253789884878,anger
869,game,12.669639190421632,sadness
894,get,13.17998081490788,sadness
1046,girl,11.064215853302516,worry
466,glad,23.135128647981062,happiness
668,god,13.61931350873814,love
1036,gon,8.279266693295519,worry
89,ground,0.7403626894942439,anger
73,grow,0.7403626894942439,anger
1068,guess,8.851372682642014,worry
34,guy,0.0,anger
674,ha,15.79960005227975,love
462,hahaha,24.263671508858188,happiness
1098,hair,16.436288679465903,worry
186,halfassedly,1.4807253789884878,boredom
505,hate,28.13378220078127,hate
1091,havent,21.52730199768287,worry
157,hd,1.4807253789884878,boredom
1067,head,16.84745182557321,worry
1056,headache,31.19262126194865,worry
69,hearsay,0.7403626894942439,anger
890,heart,17.49241434359544,sadness
368,hehe,10.365077652919414,fun
543,hell,7.899800026139875,hate
1086,hey,4.44465896166391,worry
498,hi,15.79960005227975,happiness
489,holiday,18.056685774034,happiness
10,home,-0.1133656826681994,anger
1035,hope,18.647991288676977,worry
790,hopefully,7.403626894942439,relief
60,hordies,0.7403626894942439,anger
57,hostage,0.7403626894942439,anger
106,hour,0.0,boredom
133,house,0.0,boredom
651,hug,27.393419511287025,love
382,idea,7.335528595701313,fun
93,idiot,0.7403626894942439,anger
31,ill,0.0,anger
585,internet,5.078442873947063,hate
166,iphone,1.4807253789884878,boredom
589,isnt,5.922901515953951,hate
154,ive,1.4807253789884878,boredom
77,jeeeeez,0.7403626894942439,anger
68,jesus,0.7403626894942439,anger
82,jeuno,0.7403626894942439,anger
1042,job,21.84903908629025,worry
1083,kid,13.688554608278231,worry
174,kiss,1.4807253789884878,boredom
474,later,9.739933086659512,happiness
381,let,7.335528595701313,fun
1037,life,3.725341664240257,worry
192,line,0.7403626894942439,boredom
23,link,1.4807253789884878,anger
749,long,6.589990407453939,relief
333,look,13.5425143305255,fun
1040,lot,3.5597709236073567,worry
604,love,42.381870998707605,love
667,lovely,23.691606063815804,love
687,luck,12.978242900086938,love
58,magnet,0.7403626894942439,anger
698,mama,15.54761647937912,love
1049,man,3.270022127499781,worry
124,math,2.2210880684827314,boredom
1053,maybe,6.449113003198614,worry
53,mgmt,0.7403626894942439,anger
582,mine,6.663264205448195,hate
1088,minute,17.121134041110313,worry
24,mom,0.0,anger
297,moment,2.9614507579769755,enthusiam
628,mommy,38.49885985370068,love
460,monday,11.58262313008158,happiness
1072,money,20.887783530154586,worry
1081,month,14.478278912601978,worry
115,morning,0.0,boredom
601,mother,24.79421840977682,love
131,movie,0.0,boredom
650,much,12.669639190421632,love
647,mum,29.61450757976976,love
649,music,10.003174521434094,love
1084,na,17.46355672193252,worry
991,name,9.62471496342517,surprise
275,need,3.70181344747122,enthusiam
7,never,0.0,anger
109,night,0.0,boredom
143,note,1.4807253789884878,boredom
1079,nothing,14.741520347376555,worry
888,office,14.058646202568404,sadness
778,ok,8.143989584436683,relief
773,okay,8.143989584436683,relief
918,omg,25.912694132298537,surprise
1070,one,5.4033108945718125,worry
183,online,1.4807253789884878,boredom
92,oven,0.7403626894942439,anger
46,packing,0.7403626894942439,anger
1094,pain,21.52730199768287,worry
49,part,0.7403626894942439,anger
438,party,20.545360849332376,happiness
162,peep,1.4807253789884878,boredom
1,people,0.0,anger
59,pepo,0.7403626894942439,anger
593,person,5.922901515953951,hate
1022,phone,10.196570559111324,worry
263,photo,4.442176136965463,enthusiam
648,pic,10.266415956208675,love
476,picture,25.172331442804293,happiness
482,place,8.686967347561186,happiness
17,plant,1.4807253789884878,anger
1054,please,32.07128664960917,worry
599,ppl,5.922901515953951,hate
453,pretty,15.751443317821488,happiness
1085,probably,28.77784295236669,worry
1076,problem,33.85628582631375,worry
993,quot,9.62471496342517,surprise
99,quothow,0.7403626894942439,anger
1093,rain,12.898830303954488,worry
9,really,-0.1133656826681994,anger
595,reason,5.922901515953951,hate
168,right,-0.0755771217787996,boredom
52,risk,0.7403626894942439,anger
847,sad,36.27777178521795,sadness
856,sadly,31.83559564825249,sadness
18,sam,1.4807253789884878,anger
16,school,-0.0755771217787996,anger
38,seriously,1.4807253789884878,anger
693,shes,9.665319264265776,love
195,shift,0.7403626894942439,boredom
535,shit,9.028342887017,hate
19,show,0.0,anger
545,sick,9.62471496342517,hate
39,sister,1.4807253789884878,anger
1064,sleep,17.11069326034779,worry
61,soar,0.7403626894942439,anger
1047,someone,15.703571611517456,worry
1032,something,4.139268515822508,worry
437,song,11.97397335378206,happiness
8,soon,0.0,anger
149,sooooooo,1.4807253789884878,boredom
296,sore,2.9614507579769755,enthusiam
1013,sorry,56.84216501648624,worry
196,soul,0.7403626894942439,boredom
789,sound,7.403626894942439,relief
417,star,30.818041273998567,happiness
769,start,8.884352273930926,relief
102,still,0.0,boredom
63,stomach,0.7403626894942439,anger
584,stop,6.663264205448195,hate
130,stuck,2.2210880684827314,boredom
887,stuff,8.423725912786605,sadness
504,suck,17.573307753210507,hate
878,summer,8.950208782335768,sadness
1097,sun,12.635588869179909,worry
393,sunday,8.143989584436683,fun
980,surprise,11.105440342413658,surprise
87,taste,0.7403626894942439,anger
765,tea,9.62471496342517,relief
424,thank,28.763505189065327,happiness
401,thanks,38.86305818472509,happiness
81,thats,0.0,anger
185,thing,0.0,boredom
14,throat,1.4807253789884878,anger
583,ticket,5.078442873947063,hate
261,till,4.442176136965463,enthusiam
26,time,-0.0755771217787996,anger
91,toaster,0.7403626894942439,anger
29,today,-0.0755771217787996,anger
40,tomorrow,0.0,anger
1029,tonight,4.470409997088308,worry
163,tool,1.4807253789884878,boredom
1099,totally,16.436288679465903,worry
794,town,6.663264205448195,relief
548,traffic,9.62471496342517,hate
590,train,4.5141714435085,hate
45,transtelecom,0.7403626894942439,anger
54,travelin,0.7403626894942439,anger
493,trek,13.61931350873814,happiness
390,trip,6.206985734824188,fun
193,tryst,0.7403626894942439,boredom
139,tube,1.4807253789884878,boredom
893,tv,22.95124337432156,sadness
1073,tweet,5.316160718852912,worry
116,twitter,0.0,boredom
1065,u,5.664761421728513,worry
293,version,2.9614507579769755,enthusiam
656,video,19.185228634911127,love
294,voice,2.9614507579769755,enthusiam
191,volleyball,1.4807253789884878,boredom
277,vote,3.70181344747122,enthusiam
66,wahts,0.7403626894942439,anger
415,wait,3.725341664240257,happiness
440,war,41.460310611677656,happiness
123,way,0.0,boredom
854,weather,8.6369643863346,sadness
132,week,0.0,boredom
147,weekend,0.0,boredom
1007,well,10.223993234081592,worry
65,wendys,0.7403626894942439,anger
95,whin,0.7403626894942439,anger
299,wish,2.9614507579769755,enthusiam
180,woman,1.4807253789884878,boredom
796,word,6.663264205448195,relief
2,work,-0.188942804446999,anger
633,world,6.63852951198151,love
797,worry,6.663264205448195,relief
911,wow,25.392214369735317,surprise
79,xxx,0.7403626894942439,anger
637,ya,25.392214369735317,love
28,year,-0.0755771217787996,anger
470,yes,22.00658578710394,happiness
469,yesterday,13.354484552066046,happiness
1033,yet,13.691967118461864,worry
1041,youre,3.4769855532909064,worry
150,youtube,1.4807253789884878,boredom
